gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
gamma, lambda, acc ,,,,,,,,
32,100,47.995461,48.714,,,,,,,
32,100,47.95764,,,,,,,,
32,100,47.806354,,,,,,12,32,47.806354
12,100,47.806354,,47.6487645,,,,24,44,47.314675
24,100,47.314675,,,,,,32,52,47.95764
24,200,47.012103,,48.0080453333,,,,,,
32,200,46.93646,,0.6997473744,,,,,,
32,200,46.898638,,,,,,,,
32,200,46.860817,,,,,,,,
32,200,46.822995,,,,,,,,
32,500,46.822995,,,,,,,,
32,200,46.785174,,,,,,,,
32,500,46.785174,,,,,,,,
12,200,46.747352,,,,,,,,
24,200,46.293495,,,,,,,,
24,200,46.217852,,,,,,,,
24,200,46.217852,,,,,,,,
24,200,46.217852,,,,,,,,
18,200,45.990923,,,,,,,,
24,100,45.91528,,,,,,,,
24,100,45.726172,,,,,,,,
24,100,45.461422,,,,,,,,
24,200,45.423601,,,,,,,,
24,200,44.931921,,,,,,,,
24,200,43.910741,,,,,,,,
24,200,43.910741,,,0.0267434856,,,,,
24,200,43.835098,,,,,,,,
18,200,43.532526,,,,,,,,
24,100,43.456884,,,,,,,,
24,100,43.154312,,,,,,,,
24,100,43.040847,,,,,,,,
18,100,43.040847,,,,,,,,
18,100,42.776097,,,,,,,,
24,100,42.662632,,,,,,,,
24,200,42.246596,,,,,,,,
24,500,40.80938,,,,,,,,
24,800,40.695915,,,,,,,,
24,1000,40.695915,,,,,,,,
24,800,40.695915,,,,,,,,
24,1000,40.695915,,,,,,,,
24,100,40.468986,,,,,,,,
24,500,40.431165,,,,,,,,
24,800,40.431165,,,,,,,,
24,800,40.355522,,,,,,,,
24,1000,40.279879,,,,,,,,
24,500,40.128593,,,,,,,,
24,800,40.05295,,,,,,,,
24,500,39.939486,,,,,,,,
24,800,39.863843,,,,,,,,
24,1000,39.863843,,,,,,,,
24,500,39.863843,,,,47.9765505,,,,
24,1000,39.7882,,,,,,,,
24,500,39.750378,,,,,,,,
24,50,39.712557,,,,,,,,
24,1000,39.674735,,,,,,,,
24,800,39.636914,,,,,,,,
24,1000,39.636914,,,,,,,,
24,500,39.599092,,,,,,,,
24,100,39.447806,,,,,,,,
24,800,38.993949,,,,,,,,
24,500,38.956127,,,,,,,,
24,1000,38.918306,,,,,,,,
32,800,38.464448,,,,,,,,
32,1000,38.464448,,,,,,,,
32,800,38.464448,,,,,,,,
32,1000,38.464448,,,,,,,,
32,800,38.388805,,,,,,,,
32,1000,38.388805,,,,,,,,
12,800,38.350983,,,,,,,,
12,1000,38.350983,,,,,,,,
24,800,38.350983,,,,,,,,
24,1000,38.350983,,,,,,,,
24,500,38.124054,,,,,,,,
18,500,38.086233,,,,,,,,
32,500,38.048411,,,,,,,,
32,500,37.972769,,,,,,,,
32,500,37.972769,,,,,,,,
18,800,37.972769,,,,,,,,
18,1000,37.972769,,,,,,,,
24,500,37.972769,,,,,,,,
12,500,37.934947,,,,,,,,
18,500,37.74584,,,,,,,,
18,800,37.74584,,,,,,,,
18,1000,37.74584,,,,,,,,
24,800,37.708018,,,,,,,,
24,1000,37.708018,,,,,,,,
32,50,37.632375,,,,,,,,
32,50,37.594554,,,,,,,,
24,800,37.518911,,,,,,,,
24,1000,37.518911,,,,,,,,
32,50,37.481089,,,,,,,,
12,50,37.443268,,,,,,,,
24,500,36.838124,,,,,,,,
24,50,36.72466,,,,,,,,
24,50,35.098336,,,,,,,,
24,50,34.94705,,,,,,,,
24,100,34.871407,,,,,,,,
18,50,34.757943,,,,,,,,
32,800,34.531014,,,,,,,,
32,1000,34.531014,,,,,,,,
24,50,34.531014,,,,,,,,
32,800,34.455371,,,,,,,,
32,1000,34.455371,,,,,,,,
24,50,34.152799,,,,,,,,
18,50,32.450832,,,,,,,,
24,50,31.921331,,,,,,,,
24,50,29.84115,,,,,,,,
32,20,28.895613,,,,,,,,
32,20,28.895613,,,,,,,,
24,50,28.857791,,,,,,,,
32,20,28.744327,,,,,,,,
12,20,28.706505,,,,,,,,
18,20,28.668684,,,,,,,,
24,20,28.668684,,,,,,,,
24,20,28.630862,,,,,,,,
24,50,28.441755,,,,,,,,
24,50,27.647504,,,,,,,,
24,20,25.945537,,,,,,,,
24,20,25.869894,,,,,,,,
24,20,25.680787,,,,,,,,
24,20,25.642965,,,,,,,,
24,20,24.583964,,,,,,,,
24,20,24.432678,,,,,,,,
24,20,23.298033,,,,,,,,
18,20,23.146747,,,,,,,,
32,5,22.428139,,,,,,,,
32,5,22.428139,,,,,,,,
32,5,22.352496,,,,,,,,
12,5,22.239032,,,,,,,,
24,20,22.087746,,,,,,,,
24,5,21.482602,,,,,,,,
24,20,20.953101,,,,,,,,
24,5,19.364599,,,,,,,,
18,5,18.192133,,,,,,,,
24,5,18.040847,,,,,,,,
24,5,17.85174,,,,,,,,
24,5,17.85174,,,,,,,,
18,5,16.07413,,,,,,,,
24,5,15.922844,,,,,,,,
24,5,15.847201,,,,,,,,
24,5,15.544629,,,,,,,,
24,5,14.561271,,,,,,,,
24,5,14.107413,,,,,,,,
24,5,12.934947,,,,,,,,
32,100000,7.034796,,,,,,,,
32,200000,7.034796,,,,,,,,
32,500000,7.034796,,,,,,,,
32,1000000,7.034796,,,,,,,,
32,5000000,7.034796,,,,,,,,
32,100000,7.034796,,,,,,,,
32,200000,7.034796,,,,,,,,
32,500000,7.034796,,,,,,,,
32,1000000,7.034796,,,,,,,,
32,5000000,7.034796,,,,,,,,
32,100000,7.034796,,,,,,,,
32,200000,7.034796,,,,,,,,
32,500000,7.034796,,,,,,,,
32,1000000,7.034796,,,,,,,,
32,5000000,7.034796,,,,,,,,
32,10000000,7.034796,,,,,,,,
32,100000,7.034796,,,,,,,,
32,200000,7.034796,,,,,,,,
32,500000,7.034796,,,,,,,,
32,1000000,7.034796,,,,,,,,
32,5000000,7.034796,,,,,,,,
